カード種別	カード名	星	イベント名	選択肢1	結果1	選択肢2	結果2	選択肢3	結果3	選択肢4	結果4	選択肢5	結果5
育成ウマ娘	ナイスネイチャ	星1	夏合宿（2年目）にて	ビーチで体幹を鍛えるべき	パワー+10	精神的な負荷をかけよう	根性+10						
育成ウマ娘	ナイスネイチャ	星1	レース入着	この辺で満足か？	体力-10 スピード+6 スキルPt+40	調査中	調査中						
育成ウマ娘	ナイスネイチャ	星1	名指導	選択肢なし	賢さ+10 ランダムで『練習上手◯』取得								
育成ウマ娘	ナイスネイチャ	星1	ネイチャ、成敗！	選択肢なし	体力-10 やる気ダウン								
育成ウマ娘	ナイスネイチャ	星1	お節介な家族たち	選択肢なし	賢さ+5								
育成ウマ娘	ナイスネイチャ	星1	さんざん、三昧	選択肢なし	やる気ダウン								
育成ウマ娘	ナイスネイチャ	星1	奮い立たせてくれるもの	選択肢なし	根性+5								
育成ウマ娘	ナイスネイチャ	星1	玉座の裏で	選択肢なし	賢さ+5								
育成ウマ娘	ナイスネイチャ	星1	さらば、癒しよ	選択肢なし	やる気ダウン 根性-5								
育成ウマ娘	ナイスネイチャ	星1	その星の名は……	選択肢なし	やる気アップ 5種ステータスを+5								
育成ウマ娘	ナイスネイチャ	星1	ナイスネイチャ登場！	選択肢なし	スキルPt+120								
育成ウマ娘	ナイスネイチャ	星1	乙名史記者の悦楽取材	選択肢なし	体力-15 やる気アップ スタミナ+8 スキルPt+38 ファン数+500人 乙名史記者の絆ゲージ+15								
育成ウマ娘	ナイスネイチャ	星1	デビュー戦の後に	1位(安定で)	5種ステータスからランダムに3種を+3 スキルPt+30 秋川理事長の絆ゲージ+4	2位	5種ステータスからランダムに3種を+2 スキルPt+30 秋川理事長の絆ゲージ+4	3位	5種ステータスからランダムに3種を+1 スキルPt+30 秋川理事長の絆ゲージ+4				
育成ウマ娘	ナイスネイチャ	星1	若駒Sの後に	1位(『まぐれ』から)	5種ステータスからランダムに3種を+3 スキルPt+30 秋川理事長の絆ゲージ+4	2位(負けども夏は来る)	5種ステータスからランダムに3種を+2 スキルPt+30 秋川理事長の絆ゲージ+4	3位	5種ステータスからランダムからランダムに3種を+1 スキルPt+30 秋川理事長の絆ゲージ+4				
育成ウマ娘	ナイスネイチャ	星1	小倉記念の後に	1位(メッキでも)	5種ステータスからランダムに4種を+3 スキルPt+30 秋川理事長の絆ゲージ+4	2位	5種ステータスからランダムに4種を+2 スキルPt+30 秋川理事長の絆ゲージ+4	3位	5種ステータスからランダムに4種を+1 スキルPt+30 秋川理事長の絆ゲージ+4				
育成ウマ娘	ナイスネイチャ	星1	菊花賞の後に	1位	5種ステータスを+3 スキルPt+45 秋川理事長の絆ゲージ+4	2位(自分のレース)	5種ステータスを+2 スキルPt+45 秋川理事長の絆ゲージ+4	3位	5種ステータスからランダムを+1 スキルPt+45 秋川理事長の絆ゲージ+4				
育成ウマ娘	ナイスネイチャ	星1	エリザベス女王杯の後に	1位	調査中	2位	調査中	3位(らしい結果)	スピード+3 パワー+3 根性+3 スキルPt+73				
育成ウマ娘	ナイスネイチャ	星1	あんし〜ん笹針師、参☆上	強いウマ娘になれる秘孔を狙う	成功時:5種ステータス+20<hr>失敗時:やる気ダウン 全ステータス-15 『夜ふかし気味』になる	レースで勝てる秘孔を狙う	成功時:『コーナー回復◯』取得 『直線回復』取得<hr>失敗時:体力-20 やる気ダウン	元気で健康になれる秘孔を狙う	体力の最大値+12 体力+40	魅力アップの秘孔を狙う	成功時:体力+20 やる気アップ 『愛嬌◯』になる	不安なのでやめておく	調査中
育成ウマ娘	ナイスネイチャ	星1	福引チャンス！	特賞(温泉旅行券)	体力+30 やる気アップ 5種ステータス+10	1等(特上にんじんハンバーグ)	体力+30 やる気アップ 5種ステータスを+10	2等(にんじん山盛り)	体力+20 やる気アップ 5種ステータスを+5	3等(にんじん1本)	体力+20	はずれ	やる気ダウン
育成ウマ娘	ナイスネイチャ	星1	バレンタイン	選択肢なし	スキルPt+20	選択肢なし	ランダムでウマ娘固有スキルLv+1						
育成ウマ娘	ナイスネイチャ	星1	ファンレター	選択肢なし	やる気アップ スキルPt+30								
育成ウマ娘	ナイスネイチャ	星1	クリスマス	選択肢なし	スキルPt+20	選択肢なし	ランダムでウマ娘固有スキルLv+1						
育成ウマ娘	ナイスネイチャ	星1	ファン感謝祭	選択肢なし	体力-5 スキルPt+25	選択肢なし	やる気アップ ランダムでウマ娘固有スキルLv+1						
育成ウマ娘	ナイスネイチャ	星1	夏合宿（2年目）終了	選択肢なし	5種ステータスからランダムに3種を+5								
育成ウマ娘	ナイスネイチャ	星1	夏合宿（3年目）終了	選択肢なし	5種ステータスからランダムに3種を+5								
育成ウマ娘	ナイスネイチャ	星1	『月刊トゥインクル増刊号』	選択肢なし	スキルPt+5	選択肢なし	5種ステータス+3 スキルPt+10	選択肢なし	5種ステータス+5 スキルPt+20				
育成ウマ娘	キングヘイロー	星1	キングは疲れ知らずよ	芝生で昼寝しよう！	体力+5	軽めのトレーニングにしておこう	パワー+10						
育成ウマ娘	キングヘイロー	星1	放課後サイダー	スペシャルウィークの意見も聞こう！	根性+10	セイウンスカイの言った右にしよう！	スピード+10						
育成ウマ娘	キングヘイロー	星1	甘党の誘惑	糖分摂り過ぎじゃないか？	体力+10 スキルPt+5	みんなから親しまれてるんだな！	体力+30 スキルPt+10						
育成ウマ娘	キングヘイロー	星1	映画は学びでいっぱいよ	ホラー映画で度胸をつけるとか	スピード+5 根性+5	連続ドラマで壮大な人間模様を学ぶとか	スタミナ+10						
育成ウマ娘	キングヘイロー	星1	三人寄れば一流の知恵	グラスワンダーの意見も聞いてみよう	賢さ+10	エルコンドルパサーを信じてみよう	スタミナ+10						
育成ウマ娘	キングヘイロー	星1	学力だって一流よ	2人は勉強でもいいライバルなんだな	賢さ+10 スキルPt+15	実際どっちが上なんだ？	『外差し準備』のヒントLv+1						
育成ウマ娘	キングヘイロー	星1	人混みなんて問題じゃないわ	だったら人混みにのまれないように回ろ	スピード+10	だったら人混みを押しのけて回ろう	パワー+10						
育成ウマ娘	キングヘイロー	星1	追加の自主トレ	わかった、やろう！	体力-5 直前のトレーニングに応じたステータス+5 秋川理事長の絆ゲージ+5	一流なら引き際も大事にしないと	体力+5						
育成ウマ娘	キングヘイロー	星1	ダンスレッスン	それなら本番さながらの特訓になりそう！	根性+10	大丈夫、負けない勢いでコールするから！	スピード+10						
育成ウマ娘	キングヘイロー	星1	新年の抱負	まずはお正月太りしないウマ娘に	根性+10	休息を大事にできるウマ娘に	体力+20	みんなに愛されるウマ娘に	スキルPt+20				
育成ウマ娘	キングヘイロー	星1	夏合宿（2年目）にて	かわいい後輩じゃないか	パワー+10	地獄のコールに付き合う覚悟はあるか…?	根性+10						
育成ウマ娘	キングヘイロー	星1	初詣	温かいお茶を差し出す	体力+30	上着を貸す	5種ステータスを+5	すかさず写真を撮る	スキルPt+35				
育成ウマ娘	キングヘイロー	星1	人混みなんて問題じゃないわ	だったら人混みにのまれないように回ろう	スピード+10	だったら人混みを押しのけて回ろう	調査中						
育成ウマ娘	キングヘイロー	星1	一流のスポット	たしかに想いが込められてるな	根性+10	一流画家じゃなかったな	スピード+10						
育成ウマ娘	キングヘイロー	星1	門限破りは二流よ	バレないように寮へ戻ろう	根性+5 賢さ+5	正当な理由を探そう	スピード+5 パワー+5						
育成ウマ娘	キングヘイロー	星1	キングの心配事	選択肢なし	根性-5 やる気ダウン								
育成ウマ娘	キングヘイロー	星1	一流の高笑い	選択肢なし	体力-10 やる気ダウン								
育成ウマ娘	キングヘイロー	星1	どうしても苦手…	選択肢なし	やる気ダウン								
育成ウマ娘	キングヘイロー	星1	私たちはデビューした	選択肢なし	根性+5								
育成ウマ娘	キングヘイロー	星1	追って、追われて	選択肢なし	根性+5								
育成ウマ娘	キングヘイロー	星1	一流の覚悟	選択肢なし	スピード+5								
育成ウマ娘	キングヘイロー	星1	予想も余裕で…？	選択肢なし	体力+15 根性-5 やる気ダウン								
育成ウマ娘	キングヘイロー	星1	脚光の先に	選択肢なし	スピード+10								
育成ウマ娘	キングヘイロー	星1	幻のダンスフェス	選択肢なし	5種ステータス+5 スキルPt+30								
育成ウマ娘	キングヘイロー	星1	私の脚	選択肢なし	根性+5								
育成ウマ娘	キングヘイロー	星1	乙名史記者の悦楽取材	選択肢なし	体力-15 根性+5 スキルPt+30 やる気アップ ファン+500 乙名史記者の絆ゲージ+15								
育成ウマ娘	キングヘイロー	星1	デビュー戦の後に	1位(1本の電話)	5種ステータスからランダムに3種を+3 スキルPt+45 秋川理事長の絆ゲージ+4	2位(1本の電話)	5種ステータスからランダムに3種を+2 スキルPt+30 秋川理事長の絆ゲージ+4	3位以下(1本の電話)	5種ステータスからランダムに3種を+1 スキルPt+20 秋川理事長の絆ゲージ+4				
育成ウマ娘	キングヘイロー	星1	ホープフルSの後に	1位	5種ステータスからランダムに3種を+3 スキルPt+45 秋川理事長の絆ゲージ+4	2位(進む覚悟)	5種ステータスからランダムに3種を+2 スキルPt+30 秋川理事長の絆ゲージ+4	3位以下(進む覚悟)	5種ステータスからランダムに3種を+1 スキルPt+20 秋川理事長の絆ゲージ+4				
育成ウマ娘	キングヘイロー	星1	皐月賞の後に	1位(ご令嬢の一冠)	5種ステータスからランダムに3種を+3 スキルPt+45 秋川理事長の絆ゲージ+4	2位(賞賛の方向)	5種ステータスからランダムに3種を+2 スキルPt+30 秋川理事長の絆ゲージ+4	3位以下	5種ステータスからランダムに3種を+1 スキルPt+20 秋川理事長の絆ゲージ+4				
育成ウマ娘	キングヘイロー	星1	日本ダービーの後に	1位	5種ステータスからランダムに3種を+3 スキルPt+45 秋川理事長の絆ゲージ+4	2位(逃したのは誰)	5種ステータスからランダムに3種を+2 スキルPt+30 秋川理事長の絆ゲージ+4	3位以下	5種ステータスからランダムに3種を+1 スキルPt+20 秋川理事長の絆ゲージ+4				
育成ウマ娘	キングヘイロー	星1	菊花賞の後に	1位	5種ステータスからランダムに3種を+3 スキルPt+45 秋川理事長の絆ゲージ+4	2位	5種ステータスからランダムに3種を+2 スキルPt+30 秋川理事長の絆ゲージ+4	3位以下(現実は)	5種ステータスからランダムに3種を+1 スキルPt+20 秋川理事長の絆ゲージ+4				
育成ウマ娘	キングヘイロー	星1	高松宮記念の後に	1位(才能の証明)	5種ステータスからランダムに3種を+3 スキルPt+45 秋川理事長の絆ゲージ+4								
育成ウマ娘	キングヘイロー	星1	安田記念の後に	1位	5種ステータスからランダムに3種を+3 スキルPt+45 秋川理事長の絆ゲージ+4	2位	5種ステータスからランダムに3種を+2 スキルPt+30 秋川理事長の絆ゲージ+4	3位(名を呼んで)	5種ステータスからランダムに3種を+1 スキルPt+20 秋川理事長の絆ゲージ+4				
育成ウマ娘	キングヘイロー	星1	スプリンターズSの後に	1位(王の道)	5種ステータスからランダムに3種を+3 スキルPt+45 秋川理事長の絆ゲージ+4								
育成ウマ娘	キングヘイロー	星1	天皇賞（秋）の後に	1位(一流のライバル)	5種ステータスからランダムに3種を+3 スキルPt+45 秋川理事長の絆ゲージ+4								
育成ウマ娘	キングヘイロー	星1	あんし〜ん笹針師、参☆上	強いウマ娘になれる秘孔を狙う	成功時:5種ステータス+20<hr>失敗時:やる気ダウン 全ステータス-15 『夜ふかし気味』になる	レースで勝てる秘孔を狙う	成功時:『コーナー回復◯』取得 『直線回復』取得<hr>失敗時:体力-20 やる気ダウン	元気で健康になれる秘孔を狙う	体力の最大値+12 体力+40	魅力アップの秘孔を狙う	成功時:体力+20 やる気アップ 『愛嬌◯』になる	不安なのでやめておく	調査中
育成ウマ娘	キングヘイロー	星1	福引チャンス！	特賞(温泉旅行券)	体力+30 やる気アップ 5種ステータス+10	1等(特上にんじんハンバーグ)	体力+30 やる気アップ 5種ステータスを+10	2等(にんじん山盛り)	体力+20 やる気アップ 5種ステータスを+5	3等(にんじん1本)	体力+20	はずれ	やる気ダウン
育成ウマ娘	キングヘイロー	星1	バレンタイン	選択肢なし	スキルPt+20	選択肢なし	ランダムでウマ娘固有スキルLv+1						
育成ウマ娘	キングヘイロー	星1	ファンレター	選択肢なし	やる気アップ スキルPt+30								
育成ウマ娘	キングヘイロー	星1	クリスマス	選択肢なし	スキルPt+20	選択肢なし	ランダムでウマ娘固有スキルLv+1						
育成ウマ娘	キングヘイロー	星1	ファン感謝祭	選択肢なし	体力-5 スキルPt+25	選択肢なし	やる気アップ ランダムでウマ娘固有スキルLv+1						
育成ウマ娘	キングヘイロー	星1	夏合宿（2年目）終了	選択肢なし	5種ステータスからランダムに3種を+5								
育成ウマ娘	キングヘイロー	星1	夏合宿（3年目）終了	選択肢なし	5種ステータスからランダムに3種を+5								
育成ウマ娘	キングヘイロー	星1	『月刊トゥインクル増刊号』	選択肢なし	スキルPt+5	選択肢なし	5種ステータス+3 スキルPt+10	選択肢なし	5種ステータス+5 スキルPt+20				
育成ウマ娘	テイエムオペラオー	星3	覇王として	覇王の風格	賢さ+20	人々の期待に応えうる強さ	パワー+20						
育成ウマ娘	テイエムオペラオー	星3	夕暮れ時のオペラオー劇場	オペラオーと歌うしかない！	パワー+10	オペラオーと踊るしか無い！	体力+10						
育成ウマ娘	テイエムオペラオー	星3	パジャマ姿の姫君	オペラオーの活躍かな	スピード+10	差し入れでもしてあげよう	調査中						
育成ウマ娘	テイエムオペラオー	星3	意志の力	風邪ひくぞ！	賢さ+20 ランダムで『切れ者』になる	雨よ、やみたまえ！	スピード+10 パワー+10 ランダムで『切れ者』になる						
育成ウマ娘	テイエムオペラオー	星3	愛しき瞳の為に	……レースゲームで勝負とか？	スタミナ+10 根性+10	……写真映り勝負とか？	スピード+20						
育成ウマ娘	テイエムオペラオー	星3	素晴らしき美を維持するために……	ああ、急いで買いにいこう！	スピード+10	いや、君のためにも門限は守ろう	調査中						
育成ウマ娘	テイエムオペラオー	星3	聞こえる声は	ファンの応援が力になる、か	パワー+10	ところでブロマイドの撮影は？	賢さ+10						
育成ウマ娘	テイエムオペラオー	星3	追加の自主トレ	覇王の、仰せのままに	体力-5 直前のトレーニングに応じたステータス+5 秋川理事長の絆ゲージ+5	今は休もう	体力+5						
育成ウマ娘	テイエムオペラオー	星3	新年の抱負	異世界転生で強化	パワー+10	楼閣で癒しのバラ風呂	体力+20	世間の声を聴き、見聞を広げる	スキルPt+20				
育成ウマ娘	テイエムオペラオー	星3	夏合宿（2年目）にて	スペシャルウィーク	パワー+10	グラスワンダー	根性+10						
育成ウマ娘	テイエムオペラオー	星3	初詣	満漢全席	体力+30	魔王転職	5種ステータスを+5	王政復古	スキルPt+35				
育成ウマ娘	テイエムオペラオー	星3	ダンスレッスン	もちろん『煌めきのオペラダンス	スタミナ+10	……『表現力のダンス』かな！	スピード+10						
育成ウマ娘	テイエムオペラオー	星3	レース入着	調査中	調査中	調査中	調査中						
育成ウマ娘	テイエムオペラオー	星3	レース勝利(G1)	さすが"覇王"オペラオー！	体力-15 スタミナ+11 スキルPt+45	この勝利は、まだ序章のはず	体力-5~体力-20 スピード+11 スキルPt+45						
育成ウマ娘	テイエムオペラオー	星3	レース勝利(G2)	さすが"覇王"オペラオー！	体力-15 パワー+8 スキルPt+35	この勝利は、まだ序章のはず	調査中						
育成ウマ娘	テイエムオペラオー	星3	レース勝利(G3)	さすが"覇王"オペラオー！	体力-15 パワー+8 スキルPt+35	この勝利は、まだ序章のはず	体力-5~-20 パワー+8 スキルPt+35						
育成ウマ娘	テイエムオペラオー	星3	レース勝利(OP)	さすが"覇王"オペラオー！	体力-15 パワー+5 スキルPt+30	この勝利は、まだ序章のはず	調査中						
育成ウマ娘	テイエムオペラオー	星3	幾多もの輝き	調査中	体力-10 パワー+20	調査中	スピード+10						
育成ウマ娘	テイエムオペラオー	星3	王者の戦い～ラーメン編～	……レースで見せてほしいな！	体力+10 スキルPt+5	わかった、見届けよう	体力+30 スピード-5 パワー+5 スキルPt+10 ランダムで『太り気味』になる						
育成ウマ娘	テイエムオペラオー	星3	鏡が映すのは	自分の美しさかな……	賢さ+10	自分の美しさかな……	調査中						
育成ウマ娘	テイエムオペラオー	星3	年忘れディナーショー	選択肢なし	根性+5								
育成ウマ娘	テイエムオペラオー	星3	ライバルを探せ！	選択肢なし	賢さ+5								
育成ウマ娘	テイエムオペラオー	星3	ボクたちの1年戦争！	選択肢なし	スタミナ+5 賢さ+5								
育成ウマ娘	テイエムオペラオー	星3	宿命の対決を君と……	選択肢なし	やる気ダウン								
育成ウマ娘	テイエムオペラオー	星3	喝采の中で	選択肢なし	スタミナ+5								
育成ウマ娘	テイエムオペラオー	星3	覇王的な解決法	選択肢なし	やる気アップ スピード+5 スタミナ+5 パワー+5 根性+5 賢さ+5 スキルPt+30								
育成ウマ娘	テイエムオペラオー	星3	雨に踊れば、風邪となる	選択肢なし	体力-10 やる気ダウン								
育成ウマ娘	テイエムオペラオー	星3	覇王、失意に暮れる	選択肢なし	やる気ダウン スタミナ-5								
育成ウマ娘	テイエムオペラオー	星3	華やぐ語らいを、君と	選択肢なし	体力+15 やる気ダウン 根性-5								
育成ウマ娘	テイエムオペラオー	星3	海神！？現る	選択肢なし	パワー+5								
育成ウマ娘	テイエムオペラオー	星3	目標達成の後に・クラシックへ	選択肢なし	5種ステータス+3 スキルPt+20 秋川理事長の絆ゲージ+4								
育成ウマ娘	テイエムオペラオー	星3	テイエムオペラオー登場！	選択肢なし	スキルPt+120								
育成ウマ娘	テイエムオペラオー	星3	乙名史記者の悦楽取材	選択肢なし	体力−15 やる気アップ スタミナ+5 スキルPt+34 ファン+500人 乙名史記者の絆ゲージ+15								
育成ウマ娘	テイエムオペラオー	星3	名指導	選択肢なし	調査中								
育成ウマ娘	テイエムオペラオー	星3	武者震い	選択肢なし	調査中								
育成ウマ娘	テイエムオペラオー	星3	デビュー戦の後に	1位	5種ステータスからランダムに3種を+3 スキルPt+30 秋川理事長の絆ゲージ+4	2位	5種ステータスからランダムに3種を+2 スキルPt+30 秋川理事長の絆ゲージ+4	3位以下	5種ステータスからランダムに3種を+1 スキルPt+30 秋川理事長の絆ゲージ+4				
育成ウマ娘	テイエムオペラオー	星3	皐月賞の後に	1位(制覇と慧眼)	5種ステータスからランダムに3種を+3 スキルPt+45 秋川理事長の絆ゲージ+4	2位	5種ステータスからランダムに3種を+2 スキルPt+45 秋川理事長の絆ゲージ+4	3位	5種ステータスからランダムに3種を+1 スキルPt+45 秋川理事長の絆ゲージ+4				
育成ウマ娘	テイエムオペラオー	星3	日本ダービーの後に	1位(傲岸な勝者)	5種ステータスからランダムに3種を+3 スキルPt+45 秋川理事長の絆ゲージ+4	2位(散華の歓び)	5種ステータスからランダムに3種を+2 スキルPt+45 秋川理事長の絆ゲージ+4	3位	5種ステータスからランダムに3種を+1 スキルPt+45 秋川理事長の絆ゲージ+4				
育成ウマ娘	テイエムオペラオー	星3	有馬記念の後に	1位(世紀末の始まり)	5種ステータスからランダムに3種を+3 スキルPt+45 秋川理事長の絆ゲージ+4	2位(世紀末の始まり)	5種ステータスからランダムに3種を+2 スキルPt+45 秋川理事長の絆ゲージ+4	3位(世紀末の始まり)	5種ステータスからランダムに3種を+1 スキルPt+45 秋川理事長の絆ゲージ+4				
育成ウマ娘	テイエムオペラオー	星3	天皇賞(春)の後に	1位	5種ステータスからランダムに3種を+3 スキルPt+45 秋川理事長の絆ゲージ+4	2位	5種ステータスからランダムに3種を+2 スキルPt+45 秋川理事長の絆ゲージ+4	3位("覇王"を睨む目)	5種ステータスからランダムに3種を+1 スキルPt+45 秋川理事長の絆ゲージ+4				
育成ウマ娘	テイエムオペラオー	星3	宝塚記念の後に	1位(シンデレラ粉砕)	5種ステータスからランダムに3種を+3 スキルPt+45 秋川理事長の絆ゲージ+4	2位	5種ステータスからランダムに3種を+2 スキルPt+45 秋川理事長の絆ゲージ+4	3位	5種ステータスからランダムに3種を+1 スキルPt+45 秋川理事長の絆ゲージ+4				
育成ウマ娘	テイエムオペラオー	星3	ジャパンCの後に	1位(愛すべき好敵手)	5種ステータスからランダムに3種を+3 スキルPt+45 秋川理事長の絆ゲージ+4 ランダムで『左回り◯』のヒントLv+1	2位	5種ステータスからランダムに3種を+2 スキルPt+45 秋川理事長の絆ゲージ+4	3位	5種ステータスからランダムに3種を+1 スキルPt+45 秋川理事長の絆ゲージ+4				
育成ウマ娘	テイエムオペラオー	星3	有馬記念の後に	1位(世紀末覇王、爆誕！)	5種ステータスからランダムに3種を+3 スキルPt+45 秋川理事長の絆ゲージ+4	2位	5種ステータスからランダムに3種を+2 スキルPt+45 秋川理事長の絆ゲージ+4	3位	5種ステータスからランダムに3種を+1 スキルPt+45 秋川理事長の絆ゲージ+4				
育成ウマ娘	テイエムオペラオー	星3	あんし〜ん笹針師、参☆上	強いウマ娘になれる秘孔を狙う	成功時:5種ステータス+20<hr>失敗時:やる気ダウン 全ステータス-15 『夜ふかし気味』になる	レースで勝てる秘孔を狙う	成功時:『コーナー回復◯』取得 『直線回復』取得<hr>失敗時:体力-20 やる気ダウン	元気で健康になれる秘孔を狙う	体力の最大値+12 体力+40	魅力アップの秘孔を狙う	成功時:体力+20 やる気アップ 『愛嬌◯』になる	不安なのでやめておく	調査中
育成ウマ娘	テイエムオペラオー	星3	福引チャンス！	特賞(温泉旅行券)	体力+30 やる気アップ 5種ステータス+10	1等(特上にんじんハンバーグ)	体力+30 やる気アップ 5種ステータスを+10	2等(にんじん山盛り)	体力+20 やる気アップ 5種ステータスを+5	3等(にんじん1本)	体力+20	はずれ	やる気ダウン
育成ウマ娘	テイエムオペラオー	星3	バレンタイン	選択肢なし	スキルPt+20	選択肢なし	ランダムでウマ娘固有スキルLv+1						
育成ウマ娘	テイエムオペラオー	星3	ファンレター	選択肢なし	やる気アップ スキルPt+30								
育成ウマ娘	テイエムオペラオー	星3	クリスマス	選択肢なし	スキルPt+20	選択肢なし	ランダムでウマ娘固有スキルLv+1						
育成ウマ娘	テイエムオペラオー	星3	ファン感謝祭	選択肢なし	体力-5 スキルPt+25	選択肢なし	やる気アップ ランダムでウマ娘固有スキルLv+1						
育成ウマ娘	テイエムオペラオー	星3	夏合宿（2年目）終了	選択肢なし	5種ステータスからランダムに3種を+5								
育成ウマ娘	テイエムオペラオー	星3	夏合宿（3年目）終了	選択肢なし	5種ステータスからランダムに3種を+5								
育成ウマ娘	テイエムオペラオー	星3	『月刊トゥインクル増刊号』	選択肢なし	スキルPt+5	選択肢なし	5種ステータス+3 スキルPt+10	選択肢なし	5種ステータス+5 スキルPt+20				
サポート	スペシャルウィーク	SSR	想いは、ジェットコースター！	世界最長ジェットコースターだね！	体力-10 スピード+5 スタミナ+5 根性+10 スペシャルウィークの絆ゲージ+5	コーヒーカップだね！	体力+20 賢さ+10 スペシャルウィークの絆ゲージ+5						
サポート	スペシャルウィーク	SSR	蹄鉄で、ステップを！	選択肢なし	スピード+5 スタミナ+5								
サポート	スペシャルウィーク	SSR	私たちの、ビクトリースタンド！	選択肢なし	体力-10 スピード+5 スタミナ+5 根性+5 「末脚」のヒントLv+1 ランダムで『全身全霊』取得 スペシャルウィークの絆ゲージ+5								
サポート	スペシャルウィーク	SSR	あれもこれもで、悩んじゃいます！	美味しいものを食べるべきだ	体力+10 やる気アップ スペシャルウィークの絆ゲージ+5	思いついたところ全部に行こう！	体力-10 スタミナ+15 スキルPt+15 スペシャルウィークの絆ゲージ+5						
サポート	スペシャルウィーク	SSR	曲がり角には、気を付けます！	急いで行ってあげて	根性+15 スペシャルウィークの絆ゲージ+5	調査中	『別腹タンク』のヒントLv+1 スペシャルウィークの絆ゲージ+5						
サポート	サイレンススズカ	SSR	手紙→？	選択肢なし	スピード+10								
サポート	サイレンススズカ	SSR	手紙→皆の気持ち→？	選択肢なし	スピード+10 パワー+10								
サポート	サイレンススズカ	SSR	手紙→皆の気持ち→ちゃんと待っててね	選択肢なし	スピード+10 『逃亡者』のヒントLv+1								
サポート	サイレンススズカ	SSR	どこまでも	構わないよ	スピード+10 スタミナ+5 サイレンススズカの絆ゲージ+5	全力で走ってみて	スピード+15 サイレンススズカの絆ゲージ+5						
サポート	サイレンススズカ	SSR	どうすれば	一緒に並走してあげるのは？	スピード+5 スタミナ+5 賢さ+5 サイレンススズカの絆ゲージ+5	（確率で出現）全力で走ってみて	調査中	（確率で出現）その左回りにコツが隠されてるのかも	「左回り◯」のヒントLv+1 サイレンススズカの絆ゲージ+5				
サポート	トウカイテイオー	SSR	幕開けの予感	選択肢なし	体力+10 スピード+5								
サポート	トウカイテイオー	SSR	一時の幕間	選択肢なし	体力+10 スピード+5 賢さ+5								
サポート	トウカイテイオー	SSR	伝説のひと幕	選択肢なし	体力+10 スピード+5 『一陣の風』のヒントLv+1 トウカイテイオーの絆ゲージ+5								
サポート	トウカイテイオー	SSR	ボクの武器	全部できるとかっこいいよ！	やる気アップ 根性+10 トウカイテイオーの絆ゲージ+7	今も十分すごい武器を持ってるよ	『先行直線◯』ヒントLv+1 トウカイテイオーの絆ゲージ+5						
サポート	トウカイテイオー	SSR	ボクのやり方	自分に合う方法が1番！	やる気アップ スキルPt+15 トウカイテイオーの絆ゲージ+5	我慢した後に走ったらもっと気持ちいいよ	根性+15 トウカイテイオーの絆ゲージ+5						
サポート	ゴールドシップ	SSR	熱血ッ！エアバスケッ！	選択肢なし	体力-10 スタミナ+25								
サポート	ゴールドシップ	SSR	リスペクトシャケッ！	選択肢なし	体力-10 根性+25								
サポート	ゴールドシップ	SSR	強敵と書いて『とも』と読むッ！	選択肢なし	スタミナ+10 『曲線のソムリエ』のヒントLv+1								
サポート	ゴールドシップ	SSR	冒険家ゴールドシップ	た、体力かな……？	スタミナ+15 ゴールドシップの絆ゲージ+5	根気強さとか……？	根性+10 スキルPt+15 ゴールドシップの絆ゲージ+5						
サポート	ゴールドシップ	SSR	甦れ！ゴルシ印のソース焼きそば！	……味に磨きをかけたら？	やる気アップ スタミナ+5	……明石焼きを売ったら？	『阪神レース場◯』のヒントLv+1 ゴールドシップの絆ゲージ+5						
サポート	ウオッカ	SSR	従うのは、自分の心	選択肢なし	パワー+5 スキルPt+15								
サポート	ウオッカ	SSR	夕日に誓った煌めき	選択肢なし	パワー+5 スキルPt+15								
サポート	ウオッカ	SSR	記録に残せよ？	選択肢なし	パワー+5 スキルPt+30 『好転一息』のヒントLv+1								
サポート	ウオッカ	SSR	憧れのセリフ	見た目をワイルドにしてみたら？	パワー+10 ウオッカの絆ゲージ+5	ワイルドなポーズをとってみたら？	パワー+5 スキルPt+15 ウオッカの絆ゲージ+5						
サポート	ウオッカ	SSR	大通りの強敵	脇道を使う	『垂れウマ回避』のヒントLv+1 ウオッカの絆ゲージ+5	全力疾走で向かう	パワー+5 スキルPt+15 ウオッカの絆ゲージ+5						
サポート	グラスワンダー	SSR	密やかなる熱情	選択肢なし	体力+10 賢さ+5 スキルPt+15 グラスワンダーの絆ゲージ+5								
サポート	グラスワンダー	SSR	ひととき、うらうらに	ちゃんと息抜きはしてるのか？	体力+15 グラスワンダーの絆ゲージ+5	無理してないか？	体力-10 根性+5 (ランダムでパワー+5,根性+5,賢さ+10,グラスワンダーの絆ゲージ+5)						
サポート	グラスワンダー	SSR	秘すれば、花なり	選択肢なし	体力-10 スピード+5 根性+5 賢さ+5 『上昇気流』のヒントLv+1 グラスワンダーの絆ゲージ+5	選択肢なし	体力-10 スピード+5 根性+10 賢さ+5 『豪脚』のヒントLv+3 グラスワンダーの絆ゲージ+5						
サポート	グラスワンダー	SSR	文殿、思ひ煩ふ	まずは見つけた1冊をじっくり読もう	賢さ+5 グラスワンダーの絆ゲージ+5	一緒に探そうか？	根性+5 賢さ+5 グラスワンダーの絆ゲージ+5						
